Ticker,Broker_Score_ct,Broker_Score_wtg,Benchmark,1_Yr_Return,3_Yr_Return,5_Yr_Return,7_Yr_Return,1_Yr_Return_BM,3_Yr_Return_BM,5_Yr_Return_BM,7_Yr_Return_BM,AUM,AUM_2016,Num_of_Holdings,Turnover_2005,Turnover_2004,Turnover_2003,3_yr_Turnover_Avg,Net_Expense_Ratio,Avg_Mkt_Cap_M,P_E,P_B,P_S,P_C,Debt_to_Capital,Net_Margin,ROA,ROE
EQTIX,1083,1504,S&P500,14.98,-6.72,3.90,4.74,14.53,-8.13,2.26,4.08,16687000.00,184876966.00,90.00,3.00,14.43,30.00,15.81,1.29,26811.59,16.00,2.62,1.00,7.08,30.49,14.39,10.50,20.20
ETTGX,0,0,S&P500,12.67,-7.18,1.84,3.41,14.53,-8.13,2.26,4.08,3142827360.00,1464862275.00,610.00,3.00,3.00,23.00,9.67,0.83,36947.97,17.23,2.96,1.51,11.34,27.48,13.76,10.61,20.80
EUROX,0,0,S&P500,33.89,-17.08,3.40,0.28,14.53,-8.13,2.26,4.08,1104517163.00,46602676.00,45.00,95.00,89.00,,92.00,0.80,8242.26,17.21,3.05,1.78,,6.53,14.96,6.66,19.48
EVIFX,0,0,S&P500,14.86,-1.96,4.65,5.11,14.53,-8.13,2.26,4.08,199876827.00,858507686.00,250.00,,,,,2.03,10338.82,17.62,2.77,1.68,12.48,31.87,10.58,7.30,14.53
EVSAX,0,0,S&P500,15.67,-7.06,1.99,3.90,14.53,-8.13,2.26,4.08,1558845309.00,961596854.00,134.00,38.00,,49.00,43.50,1.11,39290.34,15.45,2.61,1.25,9.56,28.99,12.62,10.20,19.81
EVTMX,0,0,S&P500,28.13,0.11,4.24,5.05,14.53,-8.13,2.26,4.08,791716962.00,965914297.00,97.00,54.00,,146.00,100.00,1.15,12685.21,16.59,2.62,1.50,7.63,35.07,10.73,4.70,18.08
EWMCX,1225,1204,S&P500,4.53,-9.96,2.18,3.00,14.53,-8.13,2.26,4.08,17470251.00,123402275.00,117.00,116.00,149.32,125.00,130.11,1.10,14503.21,18.17,3.60,1.79,12.13,25.35,14.14,10.68,20.78
EXITX,0,0,S&P500,25.80,-1.08,7.65,5.57,14.53,-8.13,2.26,4.08,193067981.00,526400283.00,,149.32,19.00,5.00,57.77,1.74,,,,,,,,,
FAGNX,545,924,S&P500,18.55,-7.07,6.61,4.51,14.53,-8.13,2.26,4.08,536538424.00,1049464534.00,,19.00,40.00,41.00,33.33,1.39,,,,,,,,,
FAIGX,2826,958,S&P500,12.04,-5.77,3.56,4.38,14.53,-8.13,2.26,4.08,1303449320.00,2518956918.00,,145.00,,,145.00,1.47,,,,,,,,,
FAIRX,50,92,S&P500,17.15,-2.07,10.16,5.90,14.53,-8.13,2.26,4.08,1578175528.00,2564038169.00,,37.00,23.33,,30.17,1.23,,,,,,,,,
FALIX,1316,1447,S&P500,12.55,-11.97,3.69,5.19,14.53,-8.13,2.26,4.08,807743683.00,1351441587.00,,188.00,64.00,,126.00,1.00,,,,,,,,,
FAMRX,2708,1050,S&P500,12.94,-8.67,4.03,4.12,14.53,-8.13,2.26,4.08,418443650.00,1822882623.00,598.00,71.00,86.00,131.00,96.00,0.89,38497.74,19.33,3.26,1.81,12.71,22.74,12.75,9.72,18.45
FASGX,1525,1285,S&P500,10.42,-7.87,3.99,4.22,14.53,-8.13,2.26,4.08,3291366212.00,4625379826.00,1770.00,37.00,67.00,72.00,58.67,0.91,58976.24,18.74,2.78,1.33,11.62,23.66,10.22,8.63,15.14
FASMX,1525,836,S&P500,9.48,-5.25,4.63,4.79,14.53,-8.13,2.26,4.08,10099365417.00,8002521423.00,2006.00,32.00,78.00,120.00,76.67,0.82,49411.89,18.60,2.81,1.31,11.75,21.96,10.15,8.55,15.27
FATIX,702,1002,S&P500,6.72,-15.14,7.98,6.51,14.53,-8.13,2.26,4.08,586887295.00,1289756250.00,,180.00,105.00,140.00,141.67,0.74,,,,,,,,,
FBALX,2997,843,S&P500,12.41,-5.14,4.29,5.09,14.53,-8.13,2.26,4.08,16603462591.00,30101258239.00,,82.00,99.00,137.00,106.00,0.84,,,,,,,,,
FBDIX,122,789,S&P500,5.34,-2.32,3.99,7.87,14.53,-8.13,2.26,4.08,535976730.00,1395071932.00,68.00,34.00,,47.00,40.50,1.29,4365.27,27.17,4.97,8.10,24.41,27.79,5.87,-7.99,-1.14
FBIOX,132,730,S&P500,5.47,-1.18,3.48,9.65,14.53,-8.13,2.26,4.08,1678966575.00,9399035577.00,,19.00,50.00,73.00,47.33,1.28,,,,,,,,,
FBMPX,236,784,S&P500,12.71,-14.05,3.95,7.46,14.53,-8.13,2.26,4.08,96391888.00,682203284.00,,88.00,208.00,272.00,189.33,1.15,,,,,,,,,
FBPBX,756,1688,S&P500,12.61,-8.04,1.58,1.62,14.53,-8.13,2.26,4.08,61125280.00,34037717.00,70.00,17.00,21.00,21.00,19.67,0.96,54171.02,16.29,2.11,1.02,8.50,29.94,12.11,9.70,16.10
FBPEX,756,1805,S&P500,16.08,-13.89,-1.13,-0.88,14.53,-8.13,2.26,4.08,58453132.00,26542499.00,48.00,15.00,19.00,12.00,15.33,0.98,54524.17,16.18,2.10,1.00,8.45,29.95,12.18,9.70,16.03
FBSOX,346,891,S&P500,13.67,-4.78,9.95,10.16,14.53,-8.13,2.26,4.08,42473784.00,1649449868.00,,88.00,54.00,129.00,90.33,1.02,,,,,,,,,
FBTIX,147,707,S&P500,5.47,-1.28,3.30,9.69,14.53,-8.13,2.26,4.08,41122722.00,2582507389.00,,30.00,50.00,71.00,50.33,1.63,,,,,,,,,
FCAZX,0,0,S&P500,16.08,-8.13,3.01,3.81,14.53,-8.13,2.26,4.08,489649773.00,732311992.00,5.00,2.00,0.62,,1.31,1.14,23936.13,19.49,2.87,1.35,10.66,20.89,11.13,7.91,17.21
FCLIX,631,669,S&P500,15.93,-5.89,8.61,8.08,14.53,-8.13,2.26,4.08,125560757.00,810196425.00,,116.00,106.00,149.00,123.67,1.01,,,,,,,,,
FCNIX,805,1174,S&P500,11.28,-12.19,3.98,5.37,14.53,-8.13,2.26,4.08,43409003.00,281367078.00,,66.00,152.00,88.00,102.00,1.22,,,,,,,,,
FCNTX,2231,786,S&P500,11.98,-5.10,5.07,5.82,14.53,-8.13,2.26,4.08,60093797332.00,108468890206.00,490.00,60.00,64.00,80.00,68.00,1.20,22524.09,21.15,4.06,2.17,15.49,20.64,15.07,11.40,21.32
FCYIX,601,699,S&P500,15.50,-6.10,8.30,7.83,14.53,-8.13,2.26,4.08,65492583.00,960410598.00,,64.00,166.00,162.00,130.67,1.15,,,,,,,,,
FDCAX,1367,966,S&P500,13.47,-9.74,3.25,4.89,14.53,-8.13,2.26,4.08,7315632707.00,7107355391.00,,109.00,72.00,,90.50,1.57,,,,,,,,,
FDCPX,430,1505,S&P500,7.92,-11.57,9.03,7.72,14.53,-8.13,2.26,4.08,544348425.00,522997951.00,,100.00,138.00,106.00,114.67,0.91,,,,,,,,,
FDEQX,2181,1749,S&P500,13.15,-8.56,0.04,1.67,14.53,-8.13,2.26,4.08,6103631270.00,1320288491.00,,80.00,42.00,,61.00,1.16,,,,,,,,,
FDESX,890,1668,S&P500,8.78,-14.04,2.17,4.21,14.53,-8.13,2.26,4.08,3236635021.00,1966813069.00,74.00,130.00,52.00,71.00,84.33,0.88,43170.82,17.58,3.02,1.75,13.13,23.87,14.10,11.19,19.80
FDETX,1128,1346,S&P500,13.29,-8.94,2.97,3.81,14.53,-8.13,2.26,4.08,5287462966.00,3031939448.00,131.00,244.00,212.00,349.00,268.33,0.51,33139.73,21.07,3.23,1.99,14.55,29.12,12.90,9.03,15.67
FDFAX,431,921,S&P500,19.67,4.54,9.65,10.33,14.53,-8.13,2.26,4.08,125814886.00,2876611982.00,,86.00,,225.00,155.50,0.55,,,,,,,,,
FDFFX,944,988,S&P500,12.53,-8.35,5.40,4.84,14.53,-8.13,2.26,4.08,4741577534.00,3634542008.00,,119.00,119.00,,119.00,1.25,,,,,,,,,
FDGFX,1462,2024,S&P500,14.12,-12.38,3.95,4.02,14.53,-8.13,2.26,4.08,16508764876.00,7393978312.00,,26.00,37.00,51.00,38.00,0.66,,,,,,,,,
FDGIX,1294,1901,S&P500,14.00,-12.85,4.02,4.07,14.53,-8.13,2.26,4.08,3265067477.00,1021965965.00,,32.00,,,32.00,0.89,,,,,,,,,
FDIFX,0,0,S&P500,12.11,-6.36,3.79,4.13,14.53,-8.13,2.26,4.08,562798114.00,2556309547.00,14.00,1.00,4.00,,2.50,0.81,26675.09,18.64,2.84,1.40,11.51,24.75,11.00,8.63,17.13
FDLSX,514,868,S&P500,16.29,-4.40,8.18,8.29,14.53,-8.13,2.26,4.08,205978409.00,408977261.00,,117.00,156.00,124.00,132.33,0.08,,,,,,,,,
FDMIX,348,665,S&P500,5.64,-16.36,5.98,2.15,14.53,-8.13,2.26,4.08,8673683.00,19135172.00,,250.00,306.00,167.00,241.00,1.09,,,,,,,,,
FDSAX,454,1477,S&P500,15.51,-6.43,6.31,8.01,14.53,-8.13,2.26,4.08,196752870.00,13709944856.00,31.00,30.00,43.00,20.00,31.00,0.95,21804.58,17.64,2.93,1.58,12.79,24.72,15.06,11.40,19.33
FDSSX,2352,1532,S&P500,12.02,-9.40,2.47,3.39,14.53,-8.13,2.26,4.08,791507874.00,7422356254.00,,136.00,134.00,,135.00,0.95,,,,,,,,,
FEAFX,412,850,S&P500,15.72,-2.94,6.78,7.54,14.53,-8.13,2.26,4.08,768714542.00,2312358969.00,64.00,55.00,,,55.00,0.81,5732.73,15.86,2.73,1.29,9.39,39.35,6.72,4.01,15.12
FEFIX,0,0,S&P500,13.66,-8.17,3.13,3.63,14.53,-8.13,2.26,4.08,310498965.00,2823993662.00,12.00,2.00,2.00,,2.00,0.08,26868.23,18.66,2.84,1.40,11.53,24.53,11.03,8.65,17.11
FELIX,287,1221,S&P500,1.78,-18.78,2.25,0.67,14.53,-8.13,2.26,4.08,30950463.00,204852345.00,,128.00,84.00,66.00,92.67,0.07,,,,,,,,,
FEVIX,387,434,S&P500,12.58,-1.40,6.04,6.72,14.53,-8.13,2.26,4.08,356525755.00,2178255881.00,89.00,17.00,23.47,,20.24,1.09,10930.36,16.85,2.37,1.19,11.14,29.67,10.82,8.28,17.14
FEXPX,608,1182,S&P500,8.58,-10.35,1.80,2.89,14.53,-8.13,2.26,4.08,4172729737.00,1697108154.00,,68.00,,139.00,103.50,1.13,,,,,,,,,
FFAAX,0,0,S&P500,20.76,-7.20,2.92,4.12,14.53,-8.13,2.26,4.08,6146226230.00,4892576032.00,4.00,1.00,0.71,,0.86,0.83,21815.09,16.45,2.34,1.20,8.51,21.37,10.50,6.24,15.82
FFFDX,0,0,S&P500,12.04,-5.74,3.87,4.19,14.53,-8.13,2.26,4.08,12264883682.00,12275221659.00,24.00,0.00,4.00,6.00,3.33,0.08,25389.79,18.93,3.07,1.50,11.66,24.53,11.98,9.02,17.66
FFFEX,0,0,S&P500,13.35,-7.38,3.23,3.68,14.53,-8.13,2.26,4.08,7399569677.00,11305675784.00,22.00,0.00,2.00,4.00,2.00,0.08,25263.27,18.91,3.07,1.50,11.64,24.35,11.95,8.99,17.64
FFFFX,0,0,S&P500,14.03,-8.08,3.03,3.44,14.53,-8.13,2.26,4.08,3118453170.00,7262403984.00,22.00,1.00,3.00,4.00,2.67,0.08,24652.99,18.85,3.05,1.48,11.56,23.96,11.84,8.88,17.55
FFIDX,1707,1513,S&P500,13.70,-6.94,3.01,4.04,14.53,-8.13,2.26,4.08,9601603534.00,4408313420.00,131.00,74.00,53.00,32.00,53.00,0.57,38228.76,19.18,3.46,1.84,13.50,24.81,14.26,10.93,19.66
FFNOX,0,0,S&P500,15.19,-5.73,3.39,4.26,14.53,-8.13,2.26,4.08,1071439177.00,4864717429.00,,3.00,7.00,155.00,55.00,0.59,,,,,,,,,
FFSIX,856,1324,S&P500,15.80,-20.50,-8.01,-5.49,14.53,-8.13,2.26,4.08,280381790.00,367480675.00,,61.00,74.00,60.00,65.00,0.08,,,,,,,,,
FFTHX,0,0,S&P500,13.48,-7.74,3.17,3.54,14.53,-8.13,2.26,4.08,799923437.00,6889044465.00,22.00,0.00,18.00,,9.00,0.85,24685.06,18.88,3.05,1.48,11.57,24.25,11.85,8.90,17.55
FFTWX,0,0,S&P500,12.33,-6.33,3.82,4.14,14.53,-8.13,2.26,4.08,1466475023.00,9759227462.00,22.00,0.00,7.00,,3.50,0.08,24805.83,18.90,3.05,1.49,11.59,24.50,11.88,8.94,17.57
FFVFX,0,0,S&P500,10.82,-4.13,4.20,4.43,14.53,-8.13,2.26,4.08,1856895565.00,5327598040.00,24.00,0.00,2.00,,1.00,0.08,24828.94,18.91,3.05,1.49,11.60,24.62,11.89,8.96,17.58
FFVIX,0,0,S&P500,11.01,-4.47,4.30,4.51,14.53,-8.13,2.26,4.08,255499112.00,1211994967.00,14.00,3.00,5.00,,4.00,0.08,26418.28,18.63,2.84,1.39,11.46,24.42,10.96,8.57,17.10
FGINX,1640,1149,S&P500,13.41,-8.79,1.94,3.88,14.53,-8.13,2.26,4.08,700685406.00,1826389306.00,175.00,42.00,32.00,70.00,48.00,0.08,13981.71,17.48,2.51,1.42,11.48,28.52,11.63,8.82,16.55
FGIOX,2188,1506,S&P500,11.84,-9.30,1.49,3.75,14.53,-8.13,2.26,4.08,1379919693.00,562333794.00,,187.00,21.00,,104.00,0.69,,,,,,,,,
FGLDX,57,251,S&P500,37.92,7.24,21.30,10.78,14.53,-8.13,2.26,4.08,172441135.00,303806007.00,30.00,51.00,,84.00,67.50,0.77,5406.81,22.00,4.27,5.20,15.76,8.58,11.83,4.42,11.23
FGRIX,2484,1807,S&P500,9.49,-17.83,-5.02,-1.03,14.53,-8.13,2.26,4.08,31082464662.00,7160475925.00,,31.00,30.00,33.00,31.33,1.93,,,,,,,,,
FGRTX,2241,1518,S&P500,11.67,-8.58,2.18,4.48,14.53,-8.13,2.26,4.08,187969023.00,3221890319.00,203.00,79.00,26.00,51.00,52.00,0.69,38657.81,19.69,3.15,1.86,13.52,28.60,13.42,10.03,18.69
FHCIX,910,1266,S&P500,6.89,-7.20,4.16,6.81,14.53,-8.13,2.26,4.08,562617851.00,2526446469.00,,71.00,60.00,54.00,61.67,0.85,,,,,,,,,
FHEIX,74,287,S&P500,34.41,-11.72,3.73,6.25,14.53,-8.13,2.26,4.08,160366824.00,913193158.00,,62.00,52.00,42.00,52.00,0.88,,,,,,,,,
FIDSX,837,1246,S&P500,15.78,-19.75,-7.30,-5.06,14.53,-8.13,2.26,4.08,487977635.00,994411608.00,,101.00,51.00,76.00,76.00,1.10,,,,,,,,,
FIFFX,0,0,S&P500,14.33,-8.90,3.01,3.43,14.53,-8.13,2.26,4.08,248106457.00,2020090305.00,12.00,3.00,3.00,,3.00,1.07,26240.98,18.62,2.83,1.39,11.43,24.24,10.93,8.52,17.10
FINSX,1969,855,S&P500,11.65,-5.29,4.86,5.56,14.53,-8.13,2.26,4.08,3898637068.00,25486077100.00,470.00,65.00,87.00,,76.00,0.79,22471.30,22.07,4.16,2.30,16.53,18.47,15.59,11.48,20.68
FISEX,953,1406,S&P500,15.61,-9.72,1.32,2.76,14.53,-8.13,2.26,4.08,863425527.00,2160222277.00,73.00,87.00,36.42,,61.71,0.82,51751.94,15.06,2.44,1.53,9.57,30.81,12.09,9.18,18.49
FISPX,7675,1878,S&P500,14.11,-8.36,2.05,3.85,14.53,-8.13,2.26,4.08,1323282566.00,470857296.00,540.00,30.00,19.00,,24.50,0.93,46243.18,17.28,2.81,1.50,10.79,29.39,13.34,10.41,19.60
FITHX,0,0,S&P500,13.78,-8.46,3.13,3.53,14.53,-8.13,2.26,4.08,81780782.00,2205334628.00,12.00,5.00,1.00,,3.00,0.35,26588.98,18.65,2.84,1.40,11.49,24.45,10.99,8.60,17.10
FITRX,1640,1079,S&P500,9.83,-3.16,4.04,5.18,14.53,-8.13,2.26,4.08,327304959.00,909579897.00,263.00,52.00,41.00,80.00,57.67,0.08,13999.22,17.48,2.51,1.42,11.49,28.52,11.62,8.81,16.53
FITWX,0,0,S&P500,12.57,-6.93,3.79,4.12,14.53,-8.13,2.26,4.08,189991212.00,2901684430.00,12.00,10.00,6.00,,8.00,0.08,26744.13,18.64,2.84,1.40,11.51,24.67,11.01,8.64,17.12
FIUIX,318,1528,S&P500,26.83,-2.04,4.04,5.95,14.53,-8.13,2.26,4.08,1014079121.00,1001900527.00,,57.00,21.00,32.00,36.67,0.08,,,,,,,,,
FIUTX,1369,941,S&P500,18.78,-5.28,2.75,3.56,14.53,-8.13,2.26,4.08,305199477.00,625515618.00,169.00,17.00,11.00,198.00,75.33,0.73,12322.75,16.12,2.13,1.23,9.32,32.81,10.70,7.87,15.23
FKGRX,1307,1579,S&P500,14.11,-6.11,4.81,5.41,14.53,-8.13,2.26,4.08,2192109326.00,12885726060.00,103.00,1.16,1.56,40.00,14.24,0.94,27132.35,22.71,3.17,1.33,11.94,25.33,10.89,8.64,18.28
FKINX,627,1040,S&P500,19.22,-3.88,6.07,6.65,14.53,-8.13,2.26,4.08,35155032635.00,82940436396.00,595.00,29.00,31.09,48.00,36.03,0.98,27924.35,16.10,2.08,1.43,7.87,38.43,13.95,6.43,14.62
FKRCX,38,176,S&P500,43.60,8.46,26.09,10.91,14.53,-8.13,2.26,4.08,848033550.00,1191246692.00,68.00,11.00,8.11,6.59,8.57,0.68,4366.99,30.79,4.41,6.20,18.29,7.79,16.15,4.86,11.33
FLAGX,0,0,S&P500,13.21,-9.27,2.57,2.67,14.53,-8.13,2.26,4.08,11593000.00,43346830.00,14.00,181.00,264.00,,222.50,0.96,7886.96,17.11,2.80,1.31,10.70,32.89,12.99,9.26,17.94
FLCSX,1421,1494,S&P500,12.64,-11.93,3.69,5.16,14.53,-8.13,2.26,4.08,669070913.00,3492086575.00,,264.00,62.00,86.00,137.33,1.64,,,,,,,,,
FLDGX,0,0,S&P500,15.84,-8.67,2.36,2.81,14.53,-8.13,2.26,4.08,32038000.00,120590653.00,14.00,202.00,174.00,,188.00,1.41,12618.06,17.85,2.68,1.40,10.99,29.75,13.23,9.06,16.99
FLMFX,0,0,S&P500,13.48,-4.83,2.79,2.55,14.53,-8.13,2.26,4.08,75945000.00,398963453.00,11.00,174.00,145.00,,159.50,1.20,12103.08,17.65,2.61,1.28,10.44,28.90,13.20,9.10,17.34
FLRYX,901,2008,S&P500,9.80,-11.38,1.68,2.40,14.53,-8.13,2.26,4.08,376657348.00,57543691.00,50.00,145.00,67.00,65.00,92.33,1.26,48604.98,16.72,2.87,1.55,11.09,26.96,14.18,11.42,20.17
FLVCX,446,438,S&P500,18.02,-13.41,4.89,5.56,14.53,-8.13,2.26,4.08,3521408059.00,3182684588.00,,16.00,,79.00,47.50,0.84,,,,,,,,,
FLVIX,468,392,S&P500,17.19,-12.67,5.55,6.17,14.53,-8.13,2.26,4.08,786576895.00,2716589154.00,,11.00,,,11.00,0.85,,,,,,,,,
FMAGX,2394,1217,S&P500,8.59,-12.72,0.83,1.20,14.53,-8.13,2.26,4.08,51180951489.00,15360162211.00,292.00,6.00,13.00,21.00,13.33,0.93,30743.69,21.89,3.31,2.01,14.97,19.98,12.39,9.72,17.35
FMIHX,193,822,S&P500,16.29,-3.50,5.21,5.98,14.53,-8.13,2.26,4.08,96230251.00,6584104440.00,22.00,40.00,38.10,54.00,44.03,0.70,28215.10,18.70,2.87,0.93,10.64,32.59,7.94,8.52,20.33
FMILX,1000,542,S&P500,14.80,-6.67,6.06,6.85,14.53,-8.13,2.26,4.08,3478036441.00,3174666256.00,,120.00,96.00,,108.00,1.13,,,,,,,,,
FMLSX,474,674,S&P500,14.78,-1.19,6.41,6.06,14.53,-8.13,2.26,4.08,28041378.00,161332114.00,77.00,206.00,,,206.00,1.71,14539.44,14.99,1.86,0.96,7.27,37.13,11.94,8.38,15.29
FMSLX,446,1131,S&P500,10.42,-8.74,1.05,2.97,14.53,-8.13,2.26,4.08,289147220.00,242709808.00,128.00,18.00,11.36,,14.68,1.02,13175.79,15.43,2.48,1.36,11.08,28.14,11.84,9.65,21.13
FNARX,600,893,S&P500,21.41,-4.00,10.31,6.33,14.53,-8.13,2.26,4.08,683465453.00,903612530.00,,101.00,32.00,70.00,67.67,1.02,,,,,,,,,
FPACX,46,132,S&P500,12.79,-1.08,6.70,6.68,14.53,-8.13,2.26,4.08,1279660094.00,17255515426.00,60.00,17.00,20.00,39.00,25.33,1.40,3493.56,19.85,2.14,0.84,11.94,21.13,9.46,6.59,12.05
FPHAX,240,604,S&P500,14.02,0.34,7.94,9.61,14.53,-8.13,2.26,4.08,114206792.00,975720250.00,,42.00,80.00,140.00,87.33,1.41,,,,,,,,,
FPURX,2642,1392,S&P500,14.24,-4.46,4.57,5.26,14.53,-8.13,2.26,4.08,24078918839.00,25838544574.00,,75.00,67.00,86.00,76.00,1.57,,,,,,,,,
FRAAX,394,625,S&P500,7.07,-7.55,6.53,5.68,14.53,-8.13,2.26,4.08,164328746.00,3505608689.00,76.00,157.00,,93.00,125.00,0.64,7645.25,32.78,5.49,3.26,20.23,21.16,15.88,11.28,18.86
FRDPX,321,1015,S&P500,17.22,-5.53,3.13,4.68,14.53,-8.13,2.26,4.08,2096139300.00,17962534218.00,50.00,4.00,3.42,4.00,3.81,1.29,12304.86,17.12,2.53,1.49,11.71,34.38,12.67,10.05,16.86
FRESX,52,299,S&P500,31.48,-12.87,2.40,5.30,14.53,-8.13,2.26,4.08,5834824954.00,4420615071.00,,33.00,48.00,32.00,37.67,0.82,,,,,,,,,
FRIFX,60,25,S&P500,11.30,-9.92,4.72,6.60,14.53,-8.13,2.26,4.08,612674847.00,4955495900.00,,30.00,,41.00,35.50,0.83,,,,,,,,,
FRNKX,32,97,S&P500,15.00,-8.82,4.36,5.52,14.53,-8.13,2.26,4.08,342441.00,27569887.00,39.00,18.00,,,18.00,0.85,1789.40,18.52,1.35,0.81,11.92,,2.24,2.49,1.78
FRNRX,426,726,S&P500,16.37,-7.02,10.85,5.05,14.53,-8.13,2.26,4.08,375298974.00,627678234.00,96.00,30.00,,45.00,37.50,1.08,10131.62,16.00,3.12,1.51,9.35,28.16,14.26,8.02,19.65
FRSGX,401,329,S&P500,7.19,-11.25,4.86,4.23,14.53,-8.13,2.26,4.08,8381378509.00,3549579265.00,142.00,43.00,52.84,36.00,43.95,1.27,4256.47,23.79,3.57,1.91,14.18,29.09,12.72,9.06,17.48
FSAGX,20,94,S&P500,33.46,10.43,20.08,9.13,14.53,-8.13,2.26,4.08,1043634768.00,1523025769.00,,79.00,,44.00,61.50,0.98,,,,,,,,,
FSAIX,258,701,S&P500,24.71,-5.50,6.39,6.22,14.53,-8.13,2.26,4.08,71733258.00,379545076.00,,71.00,86.00,56.00,71.00,1.04,,,,,,,,,
FSAVX,165,243,S&P500,16.07,-22.48,8.04,4.66,14.53,-8.13,2.26,4.08,14752073.00,52854569.00,,188.00,125.00,217.00,176.67,1.42,,,,,,,,,
FSCGX,382,1187,S&P500,16.25,-8.05,7.38,6.85,14.53,-8.13,2.26,4.08,53607126.00,173607894.00,,51.00,95.00,123.00,89.67,1.06,,,,,,,,,
FSCHX,115,463,S&P500,19.11,-4.08,13.47,13.67,14.53,-8.13,2.26,4.08,122267510.00,1683552253.00,,73.00,107.00,114.00,98.00,1.33,,,,,,,,,
FSCPX,821,1105,S&P500,11.81,-11.91,4.09,5.49,14.53,-8.13,2.26,4.08,46541980.00,793462214.00,,112.00,138.00,116.00,122.00,1.43,,,,,,,,,
FSCSX,305,1235,S&P500,24.20,-3.13,11.53,11.05,14.53,-8.13,2.26,4.08,629259143.00,4096969398.00,,94.00,81.00,198.00,124.33,0.92,,,,,,,,,
FSDAX,214,1043,S&P500,22.08,-4.24,5.80,7.07,14.53,-8.13,2.26,4.08,803593612.00,1620498281.00,,38.00,47.00,79.00,54.67,1.06,,,,,,,,,
FSDCX,284,566,S&P500,3.41,-15.90,6.13,2.54,14.53,-8.13,2.26,4.08,438189391.00,204956625.00,,226.00,205.00,111.00,180.67,1.24,,,,,,,,,
FSDPX,198,715,S&P500,21.95,-5.50,13.72,11.20,14.53,-8.13,2.26,4.08,149439557.00,1558139110.00,,89.00,,226.00,157.50,1.23,,,,,,,,,
FSELX,380,1242,S&P500,0.40,-18.76,2.59,1.09,14.53,-8.13,2.26,4.08,2686691137.00,3147210298.00,,119.00,50.00,70.00,79.67,1.17,,,,,,,,,
FSENX,474,941,S&P500,15.85,-7.55,6.45,4.53,14.53,-8.13,2.26,4.08,2281025584.00,2191768474.00,,91.00,33.00,73.00,65.67,0.93,,,,,,,,,
FSESX,196,1098,S&P500,11.25,-13.40,5.76,2.51,14.53,-8.13,2.26,4.08,1466812441.00,658553585.00,,34.00,23.00,64.00,40.33,1.17,,,,,,,,,
FSHCX,404,998,S&P500,0.52,-12.97,2.26,4.49,14.53,-8.13,2.26,4.08,1705837334.00,746500402.00,,244.00,196.00,269.00,236.33,1.13,,,,,,,,,
FSHOX,214,952,S&P500,6.92,-11.85,0.25,5.26,14.53,-8.13,2.26,4.08,269922891.00,412719536.00,,119.00,71.00,133.00,107.67,1.08,,,,,,,,,
FSIDX,2378,815,S&P500,13.91,-10.99,1.79,4.29,14.53,-8.13,2.26,4.08,999578114.00,5456571988.00,,64.00,60.00,,62.00,1.35,,,,,,,,,
FSLBX,344,901,S&P500,21.35,-14.18,0.85,0.47,14.53,-8.13,2.26,4.08,1020329998.00,395779456.00,,98.00,64.00,64.00,75.33,0.88,,,,,,,,,
FSLEX,33,239,S&P500,10.75,-4.29,3.24,2.00,14.53,-8.13,2.26,4.08,20000377.00,145123714.00,,220.00,90.00,67.00,125.67,1.10,,,,,,,,,
FSMEX,294,924,S&P500,2.53,-2.40,6.65,6.37,14.53,-8.13,2.26,4.08,1184892500.00,3258698320.00,,28.00,33.00,82.00,47.67,2.50,,,,,,,,,
FSNGX,360,681,S&P500,8.42,-12.32,2.06,0.64,14.53,-8.13,2.26,4.08,1808802732.00,381585965.00,,190.00,171.00,108.00,156.33,0.94,,,,,,,,,
FSPCX,430,1265,S&P500,9.64,-17.13,-3.83,-1.01,14.53,-8.13,2.26,4.08,208010727.00,609243045.00,,50.00,59.00,95.00,68.00,1.14,,,,,,,,,
FSPHX,982,1106,S&P500,5.64,-6.75,4.42,7.15,14.53,-8.13,2.26,4.08,2332872990.00,6532179497.00,,32.00,104.00,139.00,91.67,1.23,,,,,,,,,
FSPTX,879,1609,S&P500,6.01,-14.18,8.37,6.81,14.53,-8.13,2.26,4.08,1867931793.00,4489543237.00,,104.00,127.00,153.00,128.00,0.94,,,,,,,,,
FSRBX,585,1221,S&P500,11.60,-17.38,-6.57,-3.95,14.53,-8.13,2.26,4.08,372758656.00,1226724668.00,,51.00,28.00,33.00,37.33,1.14,,,,,,,,,
FSRFX,166,481,S&P500,9.43,-6.99,6.74,5.55,14.53,-8.13,2.26,4.08,91418294.00,577959377.00,,148.00,86.00,47.00,93.67,1.07,,,,,,,,,
FSRPX,499,1285,S&P500,13.51,-9.17,8.34,9.80,14.53,-8.13,2.26,4.08,69716711.00,1922119533.00,,94.00,85.00,149.00,109.33,1.53,,,,,,,,,
FSSAX,7,4,S&P500,8.12,-12.38,5.46,5.28,14.53,-8.13,2.26,4.08,1090918682.00,2815498377.00,139.00,46.00,,35.00,40.50,1.28,1183.76,22.22,2.85,2.02,16.69,23.22,10.64,6.82,10.69
FSTBX,1249,1253,S&P500,11.86,-1.67,4.87,4.70,14.53,-8.13,2.26,4.08,325860671.00,416387728.00,304.00,50.00,47.00,,48.50,1.16,56317.43,17.66,2.70,1.61,11.39,20.99,11.81,8.78,16.58
